@relation pendigits-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0-V

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
98,100,51,87,15,59,0,29,22,0,100,6,85,34,10,49,6
32,100,12,93,0,46,22,4,72,0,100,38,85,82,34,92,0
28,58,25,97,68,100,69,59,44,22,0,0,47,10,100,1,2
30,100,0,78,56,82,44,78,75,51,100,22,72,0,15,7,9
100,91,69,100,53,63,85,70,90,63,80,23,44,0,0,7,9
64,86,79,100,100,87,73,63,93,41,83,13,43,0,0,5,3
26,94,75,100,92,77,45,59,81,43,100,11,51,0,0,1,3
5,70,8,20,49,0,93,18,100,65,67,100,20,97,0,57,0
55,100,7,74,0,51,72,52,100,75,77,66,48,33,23,0,4
100,100,84,90,60,75,40,60,20,44,8,29,0,14,4,0,1
85,84,39,95,0,57,10,9,62,0,100,38,92,88,43,100,0
100,100,59,85,89,80,84,60,82,36,92,13,52,1,0,0,9
0,100,13,72,87,78,58,97,49,80,100,58,70,29,47,0,9
54,100,34,75,6,43,0,11,70,0,100,28,44,46,36,21,6
76,87,38,100,45,64,51,23,15,0,0,25,51,42,100,62,8
31,100,34,63,75,30,36,0,0,25,7,69,37,97,100,96,5
13,69,37,100,52,73,32,37,0,9,15,12,59,0,100,5,2
37,94,72,100,100,93,76,74,59,51,60,25,34,8,0,0,3
100,99,54,100,23,79,17,60,61,63,66,30,39,1,0,0,5
100,100,70,87,29,60,0,30,3,0,71,5,73,30,2,25,6
0,47,21,68,59,90,100,100,87,75,70,50,52,25,43,0,1
95,92,50,100,21,77,74,87,100,86,69,56,37,26,0,0,9
66,100,39,86,11,64,36,45,100,57,66,45,32,23,0,0,4
86,100,34,98,0,62,9,22,57,0,100,25,94,66,51,94,0
0,80,23,100,57,99,66,70,52,41,38,12,65,0,100,0,2
100,100,62,83,34,64,14,43,0,22,4,0,44,12,36,30,6
36,100,100,99,82,65,60,32,36,0,0,21,25,33,92,34,7
89,71,35,68,20,90,80,100,100,73,82,45,48,20,0,0,9
100,100,46,95,51,59,75,25,30,0,0,17,43,46,83,78,8
0,68,54,81,92,100,100,85,95,63,90,42,87,21,85,0,1
100,85,24,100,2,73,77,42,85,0,0,14,33,56,81,87,8
14,81,0,56,48,60,100,30,50,0,18,52,18,97,97,100,5
100,100,60,82,32,56,13,28,22,0,70,8,40,24,0,19,6
90,78,57,100,0,72,65,37,73,0,3,23,43,64,100,84,8
0,88,33,100,64,87,47,56,22,31,28,6,64,1,100,0,2
56,92,15,68,0,24,39,0,86,16,100,60,76,100,30,93,0
51,83,75,100,82,76,74,47,100,24,74,3,32,0,0,16,3
44,93,0,100,32,60,85,27,61,0,41,36,100,65,72,88,8
62,76,23,100,0,67,67,35,89,0,22,22,56,60,100,96,8
92,90,56,100,33,66,78,66,100,69,100,31,65,0,0,2,9
15,78,6,33,34,0,79,17,100,58,81,99,34,100,0,68,0
19,100,0,61,10,20,53,0,93,25,100,66,67,98,19,87,0
0,35,39,53,72,75,100,100,83,80,61,54,41,27,24,0,1
100,85,32,100,0,67,56,34,68,0,23,24,71,59,61,84,8
9,61,25,100,59,72,42,27,0,5,5,24,53,16,100,0,2
20,72,51,100,60,69,40,35,12,4,0,12,49,9,100,0,2
0,95,25,72,100,84,30,100,23,81,100,66,78,30,33,0,9
100,100,48,80,13,53,0,23,36,0,94,15,64,30,10,11,6
30,84,63,100,90,86,67,58,100,39,75,13,36,0,0,13,3
21,98,97,100,60,98,7,71,26,50,100,37,78,8,0,0,5
32,84,68,100,100,89,73,61,95,42,88,11,44,0,0,15,3
11,100,8,63,44,36,37,0,0,21,1,59,46,84,100,91,5
8,70,43,50,44,15,10,0,0,37,12,68,55,86,100,100,5
29,100,12,57,42,33,26,0,0,33,11,71,53,88,100,91,5
0,40,15,64,51,87,83,100,75,75,74,50,81,25,100,0,1
69,100,31,77,8,53,0,27,27,3,92,0,100,20,39,12,6
69,76,77,100,100,83,74,58,93,35,86,7,43,0,0,6,3
97,73,50,79,47,100,97,90,100,64,77,39,43,17,0,0,9
0,89,50,100,100,89,77,53,53,16,55,0,20,29,82,39,7
38,100,16,80,3,50,0,20,48,5,100,20,47,24,22,0,6
25,93,5,74,7,29,48,0,94,27,100,72,55,100,0,82,0
32,100,0,70,11,24,56,0,100,22,95,68,55,98,15,77,0
0,82,52,100,71,100,63,64,61,29,36,2,21,0,100,5,1
67,96,7,83,66,56,100,23,34,0,0,30,24,68,24,100,8
0,54,24,68,71,89,100,100,69,76,43,50,19,26,5,0,1
51,100,10,75,0,33,31,0,82,6,100,44,75,82,28,90,0
41,84,93,52,100,12,33,0,47,39,93,74,72,100,0,81,8
0,68,40,78,76,100,88,91,88,68,88,45,88,22,100,0,1
28,97,2,70,47,39,61,0,24,24,0,67,39,94,100,100,5
3,100,2,84,0,53,29,32,70,45,100,61,88,30,95,0,4
100,66,68,45,49,71,80,100,95,67,78,30,45,0,0,3,9
39,83,17,65,37,26,17,0,0,36,44,70,100,100,32,93,8
33,79,83,99,100,100,47,84,0,62,22,38,53,14,1,0,5
19,89,10,61,50,28,25,0,3,31,0,75,40,98,100,100,5
18,91,0,48,22,6,66,0,100,30,91,76,52,100,16,76,0
14,77,0,56,91,55,94,11,26,0,8,46,2,91,100,100,5
100,100,57,81,23,58,0,35,7,9,61,0,68,20,20,22,6
43,82,85,44,100,3,17,0,0,34,62,64,90,100,7,95,8
100,100,65,100,40,89,40,62,74,51,63,30,30,17,0,0,5
39,81,58,100,83,67,70,30,33,0,0,8,50,23,100,3,2
29,100,19,65,54,29,21,0,0,31,12,84,54,95,100,85,5
0,75,29,100,68,97,70,61,43,29,18,2,59,0,100,3,2
95,76,34,80,0,97,57,100,98,80,100,53,83,25,59,0,9
22,100,0,68,0,28,40,0,89,25,100,64,65,96,1,88,0
38,71,48,95,100,100,87,72,83,48,92,20,49,0,0,0,3
0,83,32,100,75,89,39,69,49,49,100,35,70,15,21,0,3
55,76,77,100,100,79,67,52,95,42,99,12,49,0,0,14,3
0,42,7,64,52,83,100,100,94,78,67,52,43,26,22,0,1
81,98,26,93,59,67,95,100,88,66,100,24,48,0,0,14,9
30,79,72,100,95,71,59,40,100,31,84,0,27,4,0,27,3
28,74,57,100,81,74,38,47,78,49,100,18,49,0,0,12,3
7,100,28,96,18,61,0,27,50,24,85,35,85,33,100,0,4
70,87,96,100,100,77,78,57,76,33,72,9,37,0,0,5,3
0,100,64,98,100,80,55,41,14,0,2,5,20,30,86,36,7
12,73,0,30,33,0,77,6,100,44,78,85,37,100,12,67,0
54,100,96,93,81,72,77,54,100,30,83,7,41,0,0,8,3
71,100,35,82,0,62,45,51,100,49,82,43,52,21,25,0,4
59,87,23,74,0,33,21,0,68,9,100,43,87,85,43,100,0
38,86,66,100,100,94,70,74,71,39,70,7,35,0,0,3,3
56,86,100,100,64,92,18,73,48,62,81,38,50,7,0,0,5
56,100,15,71,0,29,34,0,79,21,100,62,75,97,26,83,0
71,100,31,81,0,56,62,50,100,75,75,56,46,28,31,0,4
6,100,54,96,81,56,64,6,36,0,0,38,51,35,100,32,7
99,69,86,100,32,91,62,70,100,66,98,27,57,0,0,1,9
0,48,30,66,65,83,100,100,99,79,88,53,81,26,76,0,1
100,100,42,83,21,56,18,27,34,0,100,0,71,18,0,7,6
8,72,0,36,26,0,74,3,100,40,85,83,43,100,14,66,0
56,94,97,100,49,85,35,54,83,42,100,21,53,2,0,0,5
13,91,18,54,66,40,37,0,5,29,0,81,44,99,100,100,5
25,72,15,31,47,0,93,8,100,50,73,87,28,100,0,68,0
100,94,51,83,0,76,40,100,80,96,58,61,29,30,8,0,9
42,100,9,79,0,46,48,31,100,46,89,52,46,30,19,0,4
96,100,0,98,22,54,87,15,51,0,25,39,100,73,38,94,8
81,75,62,100,0,86,16,59,78,74,100,66,92,32,69,0,9
0,100,16,91,69,94,100,90,65,70,45,45,31,18,20,0,7
60,72,89,100,73,83,62,49,44,15,0,0,47,4,100,5,1
66,76,78,49,100,88,50,100,70,66,86,45,60,0,0,6,9
12,92,1,58,62,38,50,0,0,15,2,59,30,96,100,100,5
40,99,51,66,79,26,39,0,0,27,8,77,46,100,100,94,5
59,100,31,75,0,43,30,45,93,41,100,59,83,36,82,0,4
27,100,2,56,12,8,62,0,100,33,94,79,46,94,0,72,0
82,100,37,86,66,70,87,86,100,52,92,18,49,1,0,0,9
0,99,45,100,68,72,41,34,16,0,9,41,54,43,100,41,7
0,77,49,100,100,74,85,37,58,0,93,13,69,48,5,74,8
0,58,40,72,74,90,100,100,89,74,78,47,69,19,68,0,1
62,87,41,63,100,100,22,72,8,41,30,0,93,42,0,34,8
0,95,41,97,100,100,80,67,62,23,48,0,17,38,76,42,7
0,86,31,100,65,78,59,36,44,0,21,37,54,46,100,55,7
0,90,60,100,100,83,72,47,40,13,4,0,25,29,92,29,7
0,86,34,100,60,86,42,60,70,43,100,26,70,8,29,0,3
99,79,59,100,18,78,0,35,30,0,77,4,100,45,94,88,0
55,100,9,78,0,36,29,0,83,17,100,58,79,97,21,89,0
62,100,37,81,14,55,0,28,55,24,100,45,66,27,58,0,4
17,100,18,55,64,42,40,0,12,27,0,75,45,95,100,99,5
100,86,71,100,32,90,12,61,50,58,63,27,40,0,0,2,5
0,91,27,100,31,62,16,26,10,0,40,3,70,7,100,8,2
4,100,36,99,44,59,39,20,29,0,0,31,49,39,100,42,7
0,82,9,59,56,34,41,0,10,30,3,67,42,96,100,100,5
0,64,2,26,35,0,77,12,100,46,96,85,58,100,19,80,0
100,100,22,86,23,55,73,27,42,0,0,20,53,47,100,77,8
61,98,20,75,0,32,26,0,73,14,100,53,84,96,36,100,0
0,42,21,66,33,91,64,100,70,74,73,49,73,23,100,0,1
0,91,50,100,84,73,79,36,66,0,27,21,45,37,100,37,7
100,100,66,80,35,60,11,39,0,17,29,0,74,16,35,20,6
52,89,56,100,100,96,75,74,65,50,80,26,44,8,0,0,3
0,34,55,65,89,100,82,58,82,17,39,1,9,0,100,1,1
70,99,42,69,35,30,0,0,19,29,60,58,100,88,54,100,8
88,76,78,100,26,87,59,86,100,83,76,48,42,18,0,0,9
15,99,47,100,69,70,52,34,30,0,0,19,41,31,100,34,7
0,71,42,81,85,100,100,92,92,67,80,43,74,17,77,0,1
100,100,50,76,0,36,76,35,99,62,89,96,80,45,72,0,4
76,99,51,100,15,64,0,25,46,0,100,22,41,42,3,17,6
63,100,35,79,0,55,42,39,87,48,85,51,83,20,100,0,4
78,88,4,100,0,73,86,85,100,91,76,61,58,30,64,0,9
0,80,35,100,50,61,33,16,10,0,18,28,59,39,100,53,7
32,100,20,69,0,34,36,29,92,36,100,51,66,36,58,0,4
41,94,5,74,62,66,51,100,56,68,100,34,60,2,0,0,9
9,100,4,86,0,62,4,37,54,25,100,42,79,24,84,0,4
16,87,53,100,82,82,40,56,75,50,100,20,56,0,0,4,3
67,63,78,83,100,100,83,80,61,60,33,40,11,20,0,0,1
49,100,95,93,83,52,47,21,0,6,5,28,54,20,100,0,2
48,100,15,75,0,38,12,3,52,0,86,24,100,60,76,91,0
100,77,56,100,0,78,45,57,85,80,95,40,93,0,24,7,9
22,98,2,66,0,17,43,0,85,26,100,73,61,100,12,86,0
100,100,55,93,12,66,0,29,30,0,84,15,72,48,10,46,6
0,43,35,61,70,79,100,100,86,76,70,51,55,26,49,0,1
24,73,0,38,13,0,66,10,96,44,100,83,55,100,9,78,0
95,72,46,68,46,100,91,99,100,66,85,32,49,6,0,0,9
27,100,15,72,0,42,49,31,100,36,82,62,68,31,66,0,4
0,64,34,76,73,94,100,100,82,75,67,50,53,25,42,0,1
0,56,31,74,60,94,80,100,86,75,90,49,95,25,100,0,1
100,85,67,100,56,66,96,79,90,65,86,28,54,0,0,11,9
0,67,14,25,57,0,100,22,95,75,54,100,7,87,4,39,0
5,65,0,89,37,100,88,97,100,79,71,53,48,26,59,0,7
76,100,29,95,51,70,100,85,100,59,96,15,50,0,0,15,9
100,100,41,92,20,60,38,24,0,0,0,24,47,48,97,71,8
28,65,41,100,63,64,55,21,31,0,0,33,50,45,100,58,7
35,80,69,100,66,58,39,24,0,0,9,13,54,13,100,7,2
41,100,0,84,16,56,95,55,100,86,70,64,51,32,42,0,4
0,100,40,94,60,63,50,26,33,0,19,32,59,40,100,48,7
12,97,48,100,69,69,55,33,35,0,0,25,46,35,100,39,7
25,93,0,55,22,0,76,5,100,59,61,100,15,67,11,7,0
100,100,73,76,37,49,0,25,51,28,90,40,85,28,88,0,4
100,100,53,99,15,61,10,16,66,0,99,32,42,45,0,20,6
15,83,6,48,65,46,45,0,8,20,0,74,43,94,100,100,5
32,86,65,100,99,85,78,59,94,40,100,14,52,0,0,0,3
20,69,35,100,68,82,59,44,30,12,0,0,50,6,100,6,2
31,83,0,53,1,8,57,0,100,30,98,75,51,100,7,72,0
1,83,45,100,100,93,67,66,66,50,96,23,62,0,0,5,3
5,94,66,100,100,76,98,49,71,22,34,0,0,25,78,37,7
100,100,50,97,21,75,44,71,82,56,76,25,47,0,0,5,5
19,78,0,40,9,0,64,6,99,38,100,80,54,100,2,86,0
16,59,0,31,31,0,78,15,100,55,87,98,40,100,6,67,0
0,88,10,48,33,12,75,0,100,35,87,75,50,100,6,95,0
50,99,21,80,0,37,25,0,76,16,100,58,79,100,29,95,0
63,67,74,100,99,80,73,39,35,7,0,3,51,4,100,0,2
32,81,70,100,95,83,69,55,35,31,0,9,49,2,100,0,2
0,53,38,69,77,89,100,100,86,75,73,49,58,24,60,0,1
25,67,15,26,57,0,100,34,95,74,42,100,0,67,1,26,0
86,100,41,79,10,50,0,18,45,0,100,11,78,36,22,29,6
0,71,20,92,69,100,69,77,71,54,100,34,82,12,35,0,3
24,58,84,87,100,100,89,60,85,20,45,0,0,1,94,2,1
15,72,38,100,49,67,29,29,0,16,33,22,66,8,100,0,2
10,77,37,100,90,88,72,57,99,52,100,18,48,0,0,17,3
4,99,50,100,100,97,65,57,37,12,16,0,0,39,55,45,7
29,100,21,76,0,47,6,32,79,35,100,58,99,28,93,0,4
57,70,57,100,55,66,33,36,0,16,23,9,60,0,100,3,2
83,100,38,82,81,87,94,85,100,53,100,20,53,6,0,0,9
37,89,73,100,58,72,81,59,100,29,75,2,30,0,0,23,3
0,44,29,62,66,80,100,100,79,78,59,52,40,26,25,0,1
0,70,8,100,56,91,69,50,38,15,10,10,58,0,100,15,2
7,80,0,80,29,100,99,99,100,90,78,59,61,28,46,0,7
34,76,59,100,66,73,37,46,0,23,19,13,61,0,100,20,2
63,100,41,72,0,46,4,39,58,32,100,52,86,37,77,0,4
1,30,35,0,78,14,100,56,85,100,42,98,8,65,0,20,0
56,100,17,72,0,29,34,0,79,20,100,60,74,96,31,83,0
71,100,0,88,51,58,100,26,47,0,2,25,62,55,89,91,8
67,88,100,72,85,100,54,70,94,83,92,35,59,0,0,2,9
100,100,61,91,30,70,7,41,11,7,48,0,39,20,0,22,6
26,95,58,100,73,74,55,47,27,23,0,0,49,2,100,2,2
39,100,17,79,0,56,6,32,42,28,79,35,100,24,90,0,4
100,100,75,90,44,67,19,41,0,13,26,0,49,18,2,18,6
92,72,36,59,1,82,54,100,100,82,80,48,40,19,0,0,9
0,86,43,100,97,91,100,57,71,26,39,0,31,35,85,30,7
26,89,0,74,1,30,35,0,80,10,100,50,86,92,46,100,0
32,91,11,68,0,23,42,0,85,27,100,71,66,100,20,75,0
93,91,40,100,15,79,23,36,72,53,100,21,57,0,0,6,5
26,90,75,74,70,100,0,85,83,80,100,52,61,20,9,0,9
40,80,63,100,100,91,84,67,52,46,18,28,0,6,47,0,2
43,95,8,69,0,31,29,0,83,20,100,56,71,90,11,100,0
2,85,40,100,81,72,64,26,38,0,0,35,46,38,100,39,7
100,100,33,95,0,60,47,28,48,0,5,21,40,59,87,92,8
41,69,71,100,67,71,54,31,41,1,0,0,50,1,100,3,1
77,83,100,100,61,93,87,83,93,52,83,12,40,0,0,18,9
4,74,38,100,55,71,37,35,6,5,0,7,50,6,100,0,2
42,76,79,100,86,89,45,64,60,42,100,20,56,0,0,2,5
0,86,37,98,79,100,60,82,81,57,100,31,70,9,30,0,3
19,87,61,100,96,77,72,50,64,39,100,15,51,0,0,14,3
27,85,57,50,64,11,15,0,0,33,2,75,46,96,100,100,5
79,79,66,100,0,91,23,64,91,73,100,62,84,29,85,0,9
0,71,39,94,100,100,100,73,54,48,11,23,33,1,95,0,2
100,100,58,78,23,55,0,30,5,3,60,0,95,22,47,32,6
10,100,26,94,18,72,0,50,41,36,100,43,72,22,77,0,4
84,88,42,100,47,69,100,82,100,58,95,22,54,0,0,13,9
100,100,55,87,23,65,0,39,0,10,44,0,85,14,59,28,6
24,91,82,100,88,95,33,82,51,51,100,32,53,4,0,0,5
28,100,24,57,49,24,31,0,0,25,24,60,59,83,100,90,5
42,66,54,100,81,83,57,48,24,19,0,12,50,9,100,0,2
51,86,77,100,64,70,89,58,100,27,75,0,35,0,0,18,3
0,86,42,100,84,84,83,42,78,0,45,15,49,41,100,48,7
71,95,25,88,0,43,15,0,64,11,100,50,87,95,38,100,0
88,100,39,88,11,58,0,26,35,0,100,9,84,34,12,36,6
100,100,48,87,13,55,4,19,50,0,94,25,49,38,0,15,6
0,85,19,63,86,31,94,0,3,15,39,50,100,83,29,100,8
0,93,24,56,49,21,80,0,100,35,83,81,52,100,23,91,0
41,82,77,98,100,100,59,90,28,69,54,42,39,13,0,0,5
1,89,62,100,100,76,77,38,58,0,24,4,0,36,77,41,7
37,100,14,55,84,61,100,20,38,0,2,43,0,83,72,87,5
11,62,0,88,38,99,100,100,87,78,64,52,44,27,45,0,7
0,69,49,35,63,0,1,6,41,41,100,72,99,100,19,76,8
17,94,0,57,16,10,64,0,100,32,98,80,55,100,14,73,0
30,97,12,71,0,28,33,0,84,16,100,57,74,94,24,100,0
35,57,0,47,1,0,48,5,86,36,100,83,58,100,12,86,0
93,71,19,73,0,92,67,100,100,78,74,50,38,25,0,0,9
51,99,17,86,0,42,24,2,73,0,100,38,87,82,42,100,0
100,100,63,81,44,55,39,28,42,1,68,0,49,25,0,27,6
100,100,62,76,34,49,19,20,55,0,100,16,58,34,0,32,6
29,100,8,62,0,20,41,0,87,19,100,59,60,86,8,89,0
0,90,27,100,81,95,57,72,69,51,100,29,56,13,7,0,3
21,78,51,100,57,62,33,27,0,1,23,10,62,12,100,0,2
0,56,43,77,75,99,100,100,98,75,94,50,92,25,100,0,1
56,100,37,68,0,35,71,31,100,50,73,72,71,36,74,0,4
56,91,24,100,47,77,83,87,100,48,99,8,51,0,0,14,9
32,78,57,100,86,87,70,60,100,42,93,16,50,0,0,7,3
7,94,17,51,94,47,66,0,9,3,0,56,18,97,100,100,5
0,99,66,100,100,79,68,41,48,1,25,0,21,23,88,25,7
48,94,40,69,79,37,53,0,3,19,0,64,34,95,100,100,5
26,87,63,100,83,83,57,57,100,40,90,10,41,0,0,12,3
27,82,52,100,62,72,32,45,0,20,11,0,55,2,100,6,2
100,100,72,79,38,51,0,26,44,32,90,39,88,37,82,0,4
0,99,37,100,72,81,73,37,49,0,33,24,62,40,100,44,7
100,100,68,81,40,57,20,28,24,0,59,10,36,25,0,14,6
44,73,81,100,65,66,54,24,28,0,0,6,50,8,100,9,1
14,56,27,100,42,69,26,27,0,5,33,0,67,0,100,1,2
28,95,0,55,8,8,55,0,93,32,100,79,59,100,15,78,0
14,67,29,100,54,72,35,32,0,4,17,10,59,0,100,3,2
100,100,55,86,21,65,0,40,5,14,46,0,62,19,17,32,6
87,69,68,100,0,76,42,38,86,0,21,7,51,47,100,85,8
37,75,46,100,69,80,40,44,1,15,0,16,50,7,100,0,2
42,87,100,100,54,83,12,53,53,62,87,41,56,6,0,0,5
100,100,55,85,15,56,8,21,56,0,99,24,53,45,0,26,6
87,75,29,75,0,89,55,100,100,84,90,54,63,26,31,0,9
0,75,36,100,81,93,97,51,96,5,73,0,53,21,100,25,7
100,100,56,88,64,67,91,96,93,60,79,24,43,0,0,11,9
44,100,15,79,0,47,68,42,100,71,82,60,52,30,25,0,4
25,68,68,43,61,0,4,9,42,48,100,82,68,100,0,74,8
59,100,10,71,99,78,31,96,0,45,41,0,100,35,23,61,8
29,97,59,100,46,72,14,58,0,43,32,27,64,9,100,0,2
74,100,43,73,94,38,100,0,51,8,79,46,91,84,0,88,8
38,58,85,86,85,100,70,60,59,21,0,0,23,3,100,8,1
0,85,32,100,64,87,50,57,28,29,24,0,63,5,100,15,2
53,100,26,80,0,59,4,37,60,35,100,41,65,22,43,0,4
0,97,38,100,89,75,59,37,25,0,8,12,29,41,100,39,7
0,94,49,99,100,100,73,67,54,26,45,0,22,39,71,50,7
74,100,40,77,0,53,44,45,100,51,76,54,51,27,35,0,4
46,90,14,79,9,19,61,0,100,47,76,100,18,85,0,28,0
100,100,53,93,22,60,14,21,58,0,97,26,58,54,0,50,6
39,75,46,100,95,83,80,41,41,6,0,6,50,28,100,0,2
100,97,76,100,29,72,0,39,15,8,95,0,78,22,0,16,6
43,97,0,74,74,79,57,100,47,85,100,54,88,16,16,0,9
4,80,0,100,37,82,33,53,5,28,4,6,52,2,100,0,2
28,81,60,100,100,85,81,57,95,39,91,12,44,0,0,11,3
57,96,100,100,81,95,40,85,30,60,57,32,40,3,0,0,5
9,77,18,100,74,95,66,68,34,43,0,19,37,2,100,0,2
50,100,0,89,16,62,66,73,82,60,100,23,56,2,2,0,9
80,95,0,84,43,48,100,16,58,0,37,36,75,73,82,100,8
100,85,57,100,23,65,82,63,97,78,96,37,64,0,0,7,9
0,59,55,87,100,100,88,56,89,12,32,3,5,2,88,0,1
22,100,2,84,0,67,31,55,67,47,97,35,100,17,93,0,4
40,92,77,100,90,85,75,56,100,29,79,6,40,1,0,0,3
3,90,41,100,100,100,89,68,54,33,19,0,0,15,54,23,7
0,58,35,62,70,83,100,100,91,74,82,49,74,23,78,0,1
40,72,16,50,96,69,70,100,0,73,65,57,100,47,94,0,9
30,88,76,100,88,71,59,43,100,41,98,10,47,0,0,16,3
51,100,12,82,0,36,24,0,70,9,100,46,85,88,40,88,0
100,63,71,100,10,85,24,43,56,4,0,0,26,38,88,55,8
35,90,88,100,81,79,44,62,94,44,100,18,54,0,0,8,3
58,100,21,71,1,35,15,0,66,2,100,28,50,32,0,19,6
83,86,44,100,0,74,58,67,100,94,89,63,77,31,75,0,9
100,92,55,100,33,70,77,69,78,66,83,21,46,0,0,9,9
0,65,40,83,100,100,96,80,80,60,56,40,28,20,12,0,1
57,74,45,100,14,69,46,33,39,0,0,23,49,49,100,73,8
16,73,38,100,60,76,40,43,7,16,0,9,50,0,100,1,2
6,73,36,100,45,66,31,30,0,0,5,10,52,7,100,9,2
40,100,25,83,3,51,2,17,49,0,100,17,60,38,0,35,6
79,100,41,82,0,61,23,45,77,37,86,54,86,25,100,0,4
39,85,18,100,20,67,67,76,83,71,100,29,61,0,0,13,9
0,87,36,100,56,71,37,40,1,19,15,19,61,16,100,0,2
100,78,52,52,0,64,19,98,77,100,92,64,80,28,44,0,9
0,72,62,95,74,100,69,74,72,49,79,23,51,0,100,0,1
63,100,31,82,0,52,36,29,100,45,99,59,59,30,28,0,4
0,81,33,100,68,91,38,65,11,36,20,5,60,1,100,0,2
0,94,35,100,60,71,55,29,49,0,29,39,50,57,100,57,7
0,53,39,81,46,100,48,66,47,31,24,0,36,5,100,7,1
69,94,4,100,8,70,82,76,69,85,100,46,74,11,0,0,9
100,94,53,80,68,39,68,0,0,0,17,36,62,69,88,100,8
0,77,29,100,78,87,55,59,67,50,100,23,66,0,12,7,3
13,100,20,71,59,39,44,0,0,16,7,61,42,93,100,97,5
0,100,36,95,42,47,38,0,2,19,1,47,50,57,100,63,7
0,98,22,65,100,89,17,100,18,74,85,70,58,30,1,0,9
29,100,18,58,29,13,78,0,100,38,82,81,36,98,0,65,0
24,61,63,80,100,100,100,90,79,67,55,44,26,22,0,0,1
86,100,36,84,89,89,95,71,95,44,100,18,59,0,0,0,9
86,78,48,100,14,72,19,35,2,0,0,29,49,59,100,88,8
53,87,14,80,7,29,50,0,100,26,99,76,49,100,0,77,0
100,98,65,100,19,94,0,61,44,67,74,44,51,13,6,0,5
100,79,81,100,41,79,62,59,93,64,80,27,46,0,0,0,9
0,53,35,76,78,98,100,100,84,75,68,50,54,25,54,0,1
37,78,79,100,89,68,60,36,16,13,0,22,56,22,100,0,2
100,97,58,100,18,76,0,47,12,16,62,0,85,18,28,24,6
15,65,44,92,55,100,54,62,45,25,0,0,36,1,100,5,1
88,100,49,85,12,52,0,13,55,0,100,26,42,35,12,5,6
23,100,16,73,0,42,73,48,98,75,89,62,91,28,100,0,4
22,96,26,53,81,46,60,0,21,23,0,73,42,95,100,100,5
7,96,0,61,13,22,61,0,100,30,98,69,59,100,13,86,0
0,87,55,100,100,81,74,41,49,0,20,10,32,32,99,35,7
95,79,73,100,61,72,98,95,100,55,84,16,36,0,0,1,9
0,88,45,100,66,72,27,48,59,43,100,21,60,0,7,4,3
39,100,5,79,0,47,55,42,100,64,80,60,52,30,28,0,4
50,80,47,100,0,81,53,68,100,72,98,31,67,0,8,2,9
100,94,76,100,44,82,18,59,0,29,6,0,41,7,22,25,6
20,75,0,45,29,11,69,0,100,26,90,73,56,100,17,94,0
0,100,17,94,71,87,51,49,32,11,8,0,24,22,100,35,7
49,100,0,70,24,56,100,65,86,85,44,77,21,38,6,0,4
10,79,14,68,85,47,64,2,0,0,0,49,12,93,100,100,5
100,100,55,81,24,50,9,15,54,0,87,24,43,41,0,31,6
26,87,67,100,80,76,61,48,33,23,0,1,48,0,100,3,2
100,100,53,81,19,56,0,26,20,0,78,0,96,24,47,37,6
34,89,64,100,63,56,37,20,0,1,18,23,58,8,100,0,2
59,100,0,78,33,53,100,56,67,89,46,73,37,36,29,0,4
61,91,29,100,47,74,74,85,100,51,97,12,50,0,0,11,9
36,68,72,100,81,90,63,46,47,7,0,2,49,0,100,2,1
0,55,48,76,78,100,76,85,69,60,66,36,74,11,100,0,1
10,63,43,100,100,85,75,43,35,6,61,0,58,35,0,66,8
100,100,54,89,18,61,0,27,29,0,83,11,61,35,7,25,6
16,67,32,100,52,78,35,38,0,11,14,19,56,0,100,8,2
100,100,46,82,13,54,0,23,38,0,99,11,68,35,1,30,6
0,37,30,58,65,78,100,100,75,77,52,52,33,26,18,0,1
29,83,0,83,41,42,53,0,17,20,50,61,100,100,29,95,8
18,76,55,100,65,62,38,23,0,0,13,18,57,20,100,16,2
89,77,57,100,19,73,0,36,19,0,67,5,100,35,83,67,0
0,93,42,100,58,73,35,43,2,20,12,7,55,1,100,0,2
33,77,0,60,75,69,78,26,12,0,15,46,23,93,100,100,5
83,85,17,98,37,57,94,19,38,0,0,38,65,71,100,100,8
49,100,19,91,31,54,36,15,0,0,7,36,51,63,100,87,8
0,93,43,100,78,77,60,39,52,0,34,12,43,38,100,32,7
100,100,74,99,46,98,45,72,65,51,53,26,29,9,0,0,5
78,100,32,74,0,43,74,36,100,56,88,64,60,32,38,0,4
0,45,58,67,94,91,100,100,82,75,67,50,58,25,58,0,1
39,62,78,88,79,100,57,64,38,30,0,0,34,4,100,0,1
33,100,0,78,1,36,30,0,82,6,100,46,80,85,28,96,0
29,74,97,77,100,100,0,84,2,59,100,71,44,35,7,0,9
0,75,8,100,52,99,96,98,100,81,83,54,68,27,58,0,7
