@relation pendigits-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P40.0-V

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
77,72,51,100,0,77,61,42,94,0,22,2,33,45,100,76,8
100,100,55,98,26,81,40,67,78,55,74,25,43,1,0,0,5
36,81,36,70,80,36,52,0,0,22,29,63,35,94,100,100,5
2,100,51,92,58,61,51,29,29,0,0,10,38,27,100,29,7
35,97,68,100,100,69,75,34,44,0,91,15,75,34,0,33,7
86,95,39,100,51,75,69,85,84,51,100,17,59,0,0,9,9
8,58,56,77,100,100,88,95,60,72,36,48,12,24,0,0,1
0,87,56,98,100,100,84,80,67,60,56,40,51,20,44,0,1
0,86,51,100,81,83,47,58,80,45,100,20,58,0,1,1,3
34,69,54,100,62,68,36,34,0,8,6,10,52,3,100,0,2
45,74,23,68,92,35,77,0,45,28,100,64,95,100,0,80,8
0,98,54,100,70,84,67,65,80,45,100,27,94,9,44,0,3
97,82,59,100,18,69,0,22,42,0,93,15,100,60,57,89,0
100,100,58,88,22,62,0,33,0,1,49,0,70,28,26,42,6
31,100,0,74,52,36,48,0,0,18,52,56,100,94,19,94,8
6,74,0,32,38,0,90,14,100,64,67,100,18,78,16,34,0
0,59,33,67,67,92,88,100,71,75,67,50,67,23,100,0,1
0,100,50,93,100,93,91,64,74,31,54,0,18,23,66,29,7
100,100,44,94,8,59,0,17,51,0,92,27,48,50,7,21,6
0,79,35,100,74,91,52,58,19,30,13,4,58,0,100,3,2
26,100,11,78,0,51,16,28,59,36,100,51,85,26,69,0,4
19,86,9,55,13,16,60,0,96,33,100,72,57,100,0,82,0
98,85,30,100,0,68,77,64,84,78,100,39,94,0,15,1,9
28,90,58,100,97,80,69,52,86,36,100,9,51,0,0,5,3
100,100,74,96,45,68,28,35,32,0,63,12,38,37,0,31,6
34,89,3,70,1,25,49,0,100,23,100,67,56,99,0,100,0
5,62,21,83,46,100,43,57,43,14,0,9,50,0,100,0,1
100,100,62,89,23,61,0,29,20,0,91,7,84,33,11,31,6
36,86,30,70,78,35,55,0,0,21,62,53,100,89,9,100,8
27,96,0,65,4,24,53,0,94,29,100,71,62,100,9,83,0
23,97,0,52,11,4,61,0,100,36,99,84,50,100,5,77,0
84,88,7,100,11,65,66,31,33,0,0,32,61,65,100,88,8
79,100,31,77,0,51,68,43,100,68,76,53,41,27,14,0,4
25,46,100,31,80,0,0,9,38,45,89,78,54,100,20,68,8
100,71,46,71,18,92,66,100,91,74,75,45,44,19,0,0,9
18,88,47,100,47,71,21,47,0,21,22,1,61,0,100,3,2
90,62,52,42,30,69,68,100,100,73,86,33,52,0,0,4,9
32,90,74,100,82,58,50,23,3,4,0,18,52,17,100,0,2
45,85,75,100,70,63,43,29,5,4,0,1,50,0,100,0,2
55,95,0,100,26,67,64,33,50,0,16,29,47,63,100,90,8
0,88,55,100,100,87,65,48,39,4,19,0,22,35,87,42,7
47,85,67,100,82,78,61,51,100,38,90,12,45,0,0,7,3
14,66,23,100,41,74,24,34,0,0,22,15,61,9,100,3,2
49,94,76,73,82,100,30,77,100,81,100,42,75,2,0,0,9
0,94,9,35,42,7,78,0,100,41,73,85,37,100,8,70,0
11,17,54,54,99,92,42,100,31,64,100,35,75,0,0,13,8
0,62,34,93,81,100,85,61,53,28,11,17,56,19,100,0,2
53,81,99,100,97,65,61,32,22,0,0,20,36,39,100,48,7
0,66,9,89,55,100,100,92,79,68,50,46,30,22,47,0,7
0,100,63,98,67,66,57,32,39,0,13,19,35,36,100,36,7
42,95,2,63,40,42,18,0,0,23,5,71,40,97,100,100,5
5,100,31,93,0,63,52,50,100,72,62,61,31,31,1,0,4
54,71,71,100,92,77,70,40,37,10,0,0,50,7,100,9,2
12,54,21,11,62,0,99,23,100,68,71,100,27,100,0,67,0
22,72,34,100,62,73,38,35,0,8,5,0,53,3,100,8,2
33,100,15,85,0,40,13,0,46,3,76,25,100,61,84,95,0
0,94,50,100,68,71,59,35,45,0,18,27,47,40,100,39,7
0,69,56,84,100,100,97,80,84,59,62,39,38,19,34,0,1
100,100,59,80,31,55,16,26,31,0,82,5,47,18,0,4,6
0,100,52,99,100,92,74,57,58,19,49,0,37,39,87,45,7
34,82,0,40,30,0,83,10,100,60,65,100,15,80,7,28,0
77,95,33,100,0,64,0,20,50,0,100,21,57,35,19,3,6
64,74,73,52,100,13,35,0,47,37,95,72,56,100,0,76,8
0,75,21,55,42,22,18,0,4,35,4,72,42,96,100,100,5
46,100,7,83,0,51,66,52,100,82,76,63,47,32,22,0,4
63,100,36,65,0,30,84,36,100,63,81,79,79,39,75,0,4
91,70,83,100,15,98,40,70,100,72,100,37,70,7,0,0,9
36,79,20,100,67,81,53,43,0,20,8,25,59,0,100,17,2
38,100,43,85,0,60,28,51,100,61,98,54,73,25,46,0,4
49,74,56,100,76,75,50,37,14,6,0,8,50,9,100,0,2
15,90,59,100,71,74,50,55,99,42,100,13,53,0,0,10,3
100,52,40,48,0,71,26,100,78,91,88,57,73,22,33,0,9
0,88,47,100,79,76,85,40,83,4,65,0,48,28,100,34,7
6,77,23,50,31,0,4,13,0,65,22,96,60,100,100,100,5
51,80,71,100,100,86,79,64,53,44,62,19,41,0,0,1,3
89,81,49,100,0,84,39,68,100,75,94,54,84,24,51,0,9
8,81,53,100,100,94,64,66,77,54,99,30,54,8,0,0,3
41,100,5,70,0,21,39,0,83,22,100,66,57,89,11,75,0
0,100,38,98,48,59,38,19,24,0,18,39,58,45,100,46,7
60,84,94,100,100,75,72,51,39,30,0,12,46,7,94,0,2
14,73,52,100,66,98,50,55,35,12,0,7,50,3,100,0,1
1,69,26,100,59,85,37,46,2,14,0,16,55,0,100,17,2
0,71,46,84,100,100,92,83,70,62,46,41,22,21,11,0,1
4,89,0,73,23,99,87,100,100,88,79,59,59,29,44,0,7
0,81,39,97,96,100,91,78,95,52,100,25,54,9,0,0,3
23,66,31,100,61,84,48,46,20,13,0,0,50,2,100,2,2
100,100,54,92,19,77,12,53,58,56,73,27,43,1,0,0,5
99,83,58,100,27,67,78,65,100,84,86,41,55,4,0,0,9
99,88,48,100,32,70,85,86,88,68,100,27,60,0,0,4,9
100,100,65,85,33,64,10,39,0,11,35,0,54,22,10,24,6
29,74,9,33,39,0,85,11,100,54,74,94,29,100,0,66,0
74,87,31,100,0,69,62,64,100,79,100,38,84,0,18,1,9
58,83,85,100,93,77,50,57,94,40,100,11,50,0,0,11,3
0,74,27,100,54,77,37,42,5,14,2,17,51,9,100,0,2
0,79,6,64,41,51,84,21,23,0,16,51,25,100,100,94,5
0,98,58,100,55,67,55,32,69,0,33,16,42,36,100,46,7
100,100,90,96,45,71,14,43,16,12,78,0,72,16,0,18,6
0,27,16,50,49,74,82,98,100,100,78,67,56,35,44,0,1
60,56,56,100,0,79,46,38,100,0,45,1,39,48,91,86,8
49,100,5,87,15,59,92,53,100,84,69,57,35,28,0,0,4
67,100,39,82,0,53,63,55,100,66,67,77,53,39,40,0,4
0,89,61,100,100,85,47,65,44,47,98,29,71,4,6,0,3
30,74,60,100,77,74,54,43,19,16,0,12,52,9,100,0,2
40,87,87,100,100,75,59,53,88,50,91,19,48,0,0,11,3
44,81,72,100,100,84,74,59,37,38,0,17,7,0,65,3,2
0,55,39,74,76,95,100,100,87,75,72,50,61,25,57,0,1
0,92,44,100,78,79,68,40,58,0,33,17,53,33,100,31,7
72,100,31,77,4,50,0,21,40,0,100,5,88,28,28,36,6
42,68,0,73,1,95,44,100,82,87,100,59,91,29,74,0,9
0,22,36,47,70,73,100,100,90,89,66,60,46,30,27,0,1
100,100,56,83,28,56,10,28,21,0,69,6,52,28,0,23,6
0,69,39,100,82,84,70,40,41,0,6,13,44,41,100,40,7
0,33,35,48,64,74,92,100,100,97,80,65,60,33,43,0,1
42,83,60,53,89,11,13,0,0,33,77,57,100,92,18,100,8
69,72,100,100,35,91,0,57,59,60,100,61,71,25,18,0,9
0,47,5,25,52,0,93,30,100,75,62,100,30,63,42,22,0
1,72,20,100,42,73,32,37,5,6,0,2,51,1,100,0,2
100,62,47,55,0,73,21,100,73,91,79,57,55,25,16,0,9
31,84,67,50,68,2,0,0,37,40,100,70,70,100,2,82,8
60,83,100,100,93,91,60,73,40,55,20,36,7,18,0,0,1
50,100,15,65,1,23,46,0,97,27,100,69,54,100,0,84,0
0,66,35,100,45,92,41,38,22,1,5,0,53,3,100,6,1
25,89,62,100,65,78,66,52,100,33,81,7,41,0,0,3,3
0,66,54,79,78,100,100,86,98,63,92,42,80,20,90,0,1
47,100,88,93,100,74,63,61,46,43,59,21,42,4,0,0,3
5,100,45,90,41,45,36,0,3,14,0,39,49,48,100,55,7
0,65,25,79,55,100,62,92,62,68,62,44,78,22,100,0,1
0,100,73,97,95,80,100,64,95,48,82,31,64,15,23,0,1
50,85,3,100,4,78,63,68,100,61,80,19,32,0,0,7,9
0,96,10,100,59,99,100,87,93,64,69,43,44,22,25,0,7
65,56,100,84,48,100,0,76,45,59,77,61,42,30,19,0,9
8,83,0,96,50,99,100,100,85,79,67,53,52,26,45,0,7
33,73,66,88,100,100,79,80,58,60,36,41,16,20,0,0,1
100,100,56,93,21,63,0,31,19,0,79,6,77,37,17,29,6
100,100,74,88,46,69,22,47,0,24,3,0,36,11,7,23,6
0,68,40,100,64,96,61,59,57,23,9,0,33,3,100,2,1
14,100,14,92,0,65,55,55,100,72,72,53,49,27,29,0,4
0,56,39,72,71,93,100,100,88,75,75,50,63,25,58,0,1
93,84,52,100,6,83,0,35,28,0,77,6,100,47,89,79,0
100,83,29,71,0,85,63,100,100,79,96,52,92,26,100,0,9
20,100,42,87,29,67,13,48,0,28,13,9,55,2,100,0,2
0,99,59,100,72,82,47,42,49,0,6,30,35,39,100,45,7
59,78,60,100,7,94,0,65,53,57,100,42,80,14,32,0,9
100,100,53,95,53,58,67,21,20,0,0,25,53,46,94,69,8
53,80,72,100,100,79,76,52,67,28,89,8,45,0,0,2,3
0,61,38,73,77,90,100,100,78,76,58,51,41,25,26,0,1
45,100,34,79,11,51,0,23,40,0,100,16,51,36,28,23,6
100,100,60,94,33,62,22,29,47,0,98,12,58,35,0,27,6
0,82,41,100,90,88,69,59,73,48,100,19,56,0,3,5,3
96,70,76,100,46,73,98,69,100,64,98,24,52,0,0,2,9
36,53,44,100,60,67,38,22,0,0,14,16,57,10,100,5,2
83,100,34,79,8,52,0,23,37,0,100,12,93,38,28,33,6
0,95,32,69,68,34,45,0,30,25,70,59,100,95,30,100,8
100,98,60,100,35,76,39,56,75,52,73,21,39,5,0,0,5
40,81,67,65,100,27,38,0,0,24,46,61,81,99,27,100,8
0,73,54,47,100,15,43,0,51,35,81,69,63,100,2,72,8
34,100,17,85,0,38,27,0,82,9,100,53,60,87,5,89,0
0,78,23,100,52,88,39,62,25,37,11,12,47,0,100,4,2
93,77,47,100,8,68,70,33,74,0,0,20,52,57,100,92,8
100,100,61,85,61,60,91,82,92,54,75,23,42,1,0,0,9
26,100,38,78,66,38,45,0,15,33,0,77,34,97,100,100,5
0,75,31,99,81,100,100,69,90,34,76,0,53,8,88,23,7
6,86,49,100,100,76,61,40,20,4,41,0,74,23,0,27,7
21,74,4,74,2,19,63,0,100,49,71,100,10,73,0,20,0
22,99,0,54,50,55,56,0,14,2,22,66,48,100,100,96,5
23,73,30,100,80,93,60,61,90,44,100,10,50,0,0,15,3
0,86,41,100,84,92,52,66,64,48,100,25,63,6,16,0,3
100,100,22,97,23,62,94,33,69,0,0,18,25,59,78,95,8
15,52,29,87,31,100,31,64,29,27,0,1,40,0,100,1,1
0,85,34,100,100,94,82,45,49,0,11,3,29,31,96,31,7
65,100,19,69,22,53,95,56,100,72,48,94,26,46,0,0,4
31,87,22,49,83,100,0,74,45,67,23,0,100,37,15,38,8
0,86,29,100,62,95,51,62,31,32,34,2,69,0,100,6,2
56,94,21,74,100,89,29,100,0,63,2,0,74,21,20,66,8
22,99,0,50,25,3,76,0,100,47,83,100,34,99,10,52,0
100,97,48,100,12,80,9,42,51,53,80,28,49,0,0,5,5
95,100,50,82,19,58,0,31,18,6,73,0,100,14,44,12,6
100,64,98,100,51,78,52,39,48,0,0,4,31,38,95,57,8
35,96,12,50,51,38,52,0,0,2,10,53,37,95,100,100,5
96,100,49,77,16,48,0,17,42,0,100,15,61,32,1,20,6
100,97,57,100,26,87,21,51,63,45,75,12,37,0,0,3,5
45,91,88,100,100,77,69,54,100,39,99,12,51,0,0,1,3
66,89,100,100,99,81,77,61,64,38,67,15,38,1,0,0,3
74,100,30,76,0,50,55,49,100,72,77,56,52,28,35,0,4
37,87,100,100,56,91,19,67,22,54,79,42,59,16,0,0,5
47,98,5,67,0,23,46,0,95,23,100,67,60,100,10,83,0
75,92,23,83,58,39,77,0,0,13,42,51,100,86,32,100,8
54,71,92,76,69,100,65,77,100,55,83,23,43,7,0,0,9
69,98,22,93,46,71,57,100,85,65,100,22,56,0,0,5,9
93,100,42,82,12,55,0,25,33,0,100,4,75,24,13,12,6
37,100,0,80,16,52,100,55,82,82,52,80,53,39,58,0,4
0,100,60,97,100,73,82,36,64,0,88,15,89,38,23,40,7
35,92,61,100,81,75,59,60,100,43,86,10,40,0,0,7,3
0,80,44,100,74,70,52,33,20,0,5,30,45,41,100,41,7
53,100,30,83,0,55,41,36,96,42,100,62,80,31,66,0,4
67,100,19,90,0,47,14,4,69,0,100,38,91,82,46,99,0
35,74,17,80,96,100,100,93,70,70,39,47,13,23,0,0,1
24,66,100,89,30,66,88,32,34,0,0,34,61,72,77,100,8
0,85,41,100,62,73,57,36,49,0,27,20,53,32,100,35,7
90,100,53,75,16,45,0,35,52,35,100,44,96,41,87,0,4
50,100,5,82,71,42,91,0,7,18,78,56,100,92,0,90,8
0,38,32,56,66,78,99,100,100,91,81,60,62,31,46,0,1
22,83,0,55,48,40,45,0,15,25,15,72,52,100,100,85,5
0,49,27,64,65,84,100,100,83,75,62,50,46,25,33,0,1
58,50,88,84,100,100,84,60,80,19,40,0,0,4,64,5,1
0,92,40,100,100,99,84,65,48,33,13,0,12,26,74,28,7
0,59,59,78,100,100,96,94,63,71,37,47,11,23,0,0,1
39,96,57,59,100,94,34,100,61,66,78,66,71,15,0,0,9
10,95,64,100,82,67,70,30,73,0,100,33,52,38,0,42,7
65,100,36,87,0,59,87,63,100,82,75,83,51,41,29,0,4
50,100,42,78,0,52,24,38,83,35,100,64,69,32,41,0,4
64,100,32,77,16,47,16,16,58,0,100,16,49,23,0,9,6
31,72,12,35,35,0,77,17,100,56,89,96,43,100,0,84,0
0,80,38,100,95,95,57,71,51,51,100,31,95,2,36,0,3
0,100,39,98,70,69,48,33,22,0,1,37,45,44,100,46,7
23,100,46,57,100,79,49,89,0,48,20,0,79,22,24,53,8
21,97,0,61,11,14,60,0,100,30,92,78,49,100,23,76,0
0,58,39,38,56,5,27,0,6,35,18,64,59,83,100,100,5
0,73,28,100,68,87,69,44,63,1,45,0,54,23,100,32,7
51,82,100,100,54,76,0,54,8,32,84,45,49,25,27,0,4
35,84,71,100,100,79,72,52,35,31,0,9,39,0,88,0,2
0,100,68,94,95,77,67,47,41,15,29,0,28,30,100,33,7
42,88,49,100,60,58,37,20,0,28,46,15,89,0,100,40,2
59,100,19,92,0,49,15,5,60,0,97,28,100,74,61,96,0
30,79,4,66,68,31,41,0,0,28,57,64,100,100,0,92,8
34,100,22,67,0,36,34,23,86,30,100,61,94,33,91,0,4
100,100,56,93,29,63,13,31,28,0,74,7,46,29,0,17,6
17,100,79,92,100,76,72,44,49,10,24,0,0,31,71,33,7
0,97,41,100,78,89,53,46,35,0,14,31,47,47,100,54,7
12,69,26,99,79,100,70,73,79,49,100,15,53,0,0,12,3
0,84,53,100,94,76,94,38,77,0,38,3,41,28,100,36,7
19,55,62,76,100,100,100,98,75,73,62,49,38,24,0,0,1
54,87,72,100,100,100,69,100,42,84,44,45,28,10,0,0,5
33,100,16,84,0,62,24,41,100,48,98,46,91,23,96,0,4
0,33,40,52,73,75,100,100,100,86,87,58,76,29,73,0,1
51,83,20,78,51,49,50,4,0,0,21,46,47,93,100,100,5
26,86,0,53,63,40,72,0,29,3,31,49,27,92,100,100,5
48,98,16,69,0,32,29,0,84,22,100,60,86,98,24,100,0
55,100,13,73,46,41,50,7,0,0,16,56,48,94,100,86,5
0,81,54,71,81,100,11,97,29,74,100,82,84,41,83,0,9
59,99,8,100,24,58,81,28,57,0,0,25,39,64,100,93,8
0,59,46,70,86,91,100,100,95,75,92,50,89,25,95,0,1
0,88,27,100,49,74,39,41,16,16,36,4,68,0,100,0,2
100,79,59,100,17,73,0,35,22,0,76,5,59,34,19,16,6
39,100,16,74,40,57,14,80,32,35,0,7,18,0,100,8,1
26,93,63,100,77,78,56,54,100,41,98,17,52,6,0,0,3
26,98,14,82,0,37,32,0,91,14,100,59,71,100,25,99,0
0,78,23,100,62,79,68,40,59,0,31,18,49,39,100,44,7
92,100,45,88,19,53,20,14,69,0,100,31,48,37,0,13,6
0,94,46,100,68,80,59,60,93,41,100,15,62,0,14,2,3
73,100,0,91,49,63,100,31,58,0,16,28,45,69,30,98,8
9,86,1,51,27,11,76,0,100,39,84,83,37,100,0,69,0
0,63,61,38,67,0,20,14,56,50,100,85,50,100,2,71,8
17,72,0,37,18,2,56,0,90,20,100,58,79,93,42,100,0
23,63,31,100,64,84,54,45,28,10,0,5,50,3,100,0,2
49,100,13,69,0,27,30,0,74,19,100,56,83,94,36,98,0
91,100,48,79,23,50,18,18,62,0,100,18,55,38,0,34,6
0,56,32,78,78,98,100,100,85,75,76,50,73,24,76,0,1
100,82,60,78,31,99,82,100,100,73,77,44,41,20,0,0,9
26,94,0,80,47,41,68,0,5,9,52,46,100,84,36,100,8
90,100,52,84,17,55,0,22,42,0,100,8,72,30,13,25,6
35,96,42,100,16,65,7,28,44,0,100,16,62,35,0,22,6
18,100,23,69,57,39,29,0,0,27,0,75,40,94,100,99,5
14,84,0,53,79,83,9,100,8,66,100,80,67,38,14,0,9
19,89,64,100,70,61,41,27,0,4,4,3,52,4,100,0,2
78,88,28,100,0,75,58,74,72,73,100,36,66,6,8,0,9
91,92,27,100,0,71,67,63,100,90,85,66,81,33,88,0,9
0,96,43,100,100,86,75,51,48,16,33,0,17,33,88,36,7
24,100,0,82,0,49,65,51,100,82,81,63,49,32,21,0,4
20,80,46,95,100,100,80,76,86,50,99,23,53,7,0,0,3
10,97,0,46,20,0,70,12,100,55,87,100,37,86,10,43,0
54,83,100,100,89,94,38,87,38,70,77,34,42,0,0,19,5
0,96,50,100,97,86,86,51,59,18,46,0,47,32,100,42,7
0,43,30,54,60,77,91,100,100,84,86,56,74,28,70,0,1
0,83,29,100,63,95,46,62,25,31,25,0,63,4,100,14,2
7,100,8,75,0,45,13,23,64,26,70,36,84,28,100,0,4
11,71,16,100,53,79,44,41,9,14,0,6,50,3,100,0,2
0,44,33,65,73,87,100,100,79,75,56,50,39,24,59,0,1
32,87,81,100,85,69,58,41,97,47,100,15,46,0,0,19,3
0,58,6,67,53,85,100,100,76,75,52,51,34,26,40,0,1
32,100,8,74,0,46,51,37,100,48,96,55,86,27,81,0,4
21,80,29,47,85,44,62,0,20,19,0,67,37,100,100,98,5
35,95,96,100,100,97,27,87,28,66,96,48,72,13,0,0,5
32,88,11,55,17,9,72,0,100,40,91,86,37,100,0,67,0
0,92,44,100,100,92,66,62,37,31,10,0,7,19,58,31,7
0,62,20,8,58,0,91,32,100,92,65,100,30,70,11,17,0
18,82,0,38,23,0,70,6,100,41,85,83,39,100,4,74,0
32,100,0,72,1,39,50,32,100,35,87,59,77,32,58,0,4
65,100,33,80,12,57,0,35,6,12,52,0,100,13,58,19,6
100,97,47,100,35,69,67,37,57,4,0,0,22,30,66,56,8
55,72,100,100,97,96,81,59,72,22,19,3,0,0,74,6,1
14,77,37,100,51,74,32,41,0,18,33,16,68,0,100,18,2
60,100,36,75,14,50,0,23,47,14,89,30,100,26,86,0,4
0,94,39,100,54,63,55,20,47,0,19,32,58,35,100,36,7
0,81,35,92,100,100,95,70,73,32,67,0,34,20,96,31,7
7,60,100,79,76,100,24,71,80,36,84,0,0,14,47,50,8
11,100,6,86,0,47,30,16,74,33,100,68,87,39,79,0,4
100,100,85,86,60,62,41,36,29,9,58,0,46,21,0,21,6
76,100,60,100,20,63,0,19,46,0,100,17,60,37,8,32,6
0,55,35,84,60,100,50,65,47,29,15,0,31,4,100,6,1
25,92,71,100,75,62,57,25,30,0,0,32,47,39,100,40,7
52,100,32,83,11,53,0,21,37,0,100,14,48,22,5,1,6
78,62,60,100,12,65,94,32,100,0,0,14,60,53,72,83,8
0,99,54,100,78,72,73,39,71,6,48,0,45,14,100,16,7
13,100,15,75,0,45,47,32,100,46,87,61,80,30,80,0,4
0,94,69,100,97,69,72,34,49,0,90,32,100,50,19,49,7
93,96,37,100,45,62,100,83,90,81,90,38,63,0,0,10,9
100,81,52,62,17,77,57,100,79,68,75,31,52,0,0,12,9
0,38,36,54,68,78,100,100,78,75,59,50,44,25,34,0,1
23,88,68,100,97,81,63,60,87,40,100,16,55,0,0,1,3
0,89,28,100,64,85,43,61,9,44,23,21,62,11,100,0,2
84,100,34,84,69,76,91,80,90,55,100,29,60,11,0,0,9
0,88,34,100,92,97,74,72,62,46,100,24,89,3,31,0,3
39,57,100,90,29,100,37,64,95,92,95,49,82,3,0,0,9
0,97,43,100,58,62,41,17,26,0,8,36,54,34,100,33,7
41,79,47,100,84,94,71,52,42,16,0,3,49,7,100,0,2
44,91,20,83,94,48,100,4,0,0,11,45,67,87,7,100,8
100,100,53,88,20,61,0,31,16,1,67,0,56,27,3,32,6
41,93,88,100,86,75,47,53,0,38,5,25,50,10,100,0,2
60,94,40,72,97,36,93,0,0,15,30,52,100,86,37,100,8
0,86,22,100,58,82,38,40,16,0,5,44,51,56,100,63,7
0,90,31,100,46,72,27,42,2,17,29,4,64,2,100,0,2
100,100,56,78,24,53,0,27,11,0,74,3,56,23,6,14,6
0,93,69,100,98,69,71,35,35,4,13,0,24,35,100,35,7
100,95,68,100,34,98,19,61,53,61,61,20,31,2,0,0,5
0,87,37,96,98,100,100,87,80,65,63,44,52,22,62,0,7
90,100,100,94,50,79,40,63,20,47,10,32,0,16,0,0,1
85,52,85,98,0,79,65,39,100,0,9,13,62,56,100,100,8
13,74,40,100,70,77,46,42,9,15,0,3,50,1,100,0,2
100,75,55,100,20,72,65,60,84,65,98,21,53,0,0,2,9
91,79,44,68,0,74,24,100,69,91,83,61,89,30,100,0,9
54,73,94,82,73,100,73,79,100,53,81,19,42,2,0,0,9
50,100,63,87,26,62,0,36,59,31,100,54,80,27,76,0,4
66,91,22,73,50,27,19,0,0,33,65,60,100,96,24,100,8
0,47,41,65,76,88,100,100,74,75,49,51,31,26,24,0,1
23,100,13,70,66,36,33,0,0,25,59,58,100,96,28,97,8
32,92,24,47,71,36,38,0,0,0,21,48,49,92,100,100,5
40,88,99,100,78,94,25,75,74,69,100,42,62,13,0,0,5
0,89,44,100,72,73,71,36,70,0,56,11,49,32,100,29,7
7,89,54,100,69,76,40,52,91,45,100,19,52,6,0,0,3
0,37,31,56,60,79,90,100,100,89,89,59,78,30,67,0,1
78,100,37,99,58,59,74,20,19,0,0,28,51,55,100,80,8
49,61,95,87,52,100,41,69,100,83,78,53,54,18,0,0,9
96,64,100,100,50,99,15,68,0,31,22,0,47,27,14,25,6
0,65,43,76,93,96,100,100,71,75,48,50,26,25,5,0,1
0,90,42,99,94,100,96,63,84,22,68,0,47,27,100,25,7
54,100,18,69,0,30,27,0,72,18,100,54,84,91,34,93,0
0,84,31,100,43,60,39,16,27,0,14,27,57,30,100,33,7
0,37,25,50,50,63,74,81,97,100,100,78,88,40,79,0,1
100,98,67,100,48,84,38,68,27,51,19,33,9,16,0,0,1
44,97,13,100,56,87,61,95,92,58,100,14,53,0,0,4,9
93,100,52,91,23,57,11,20,60,0,100,29,41,30,0,0,6
84,100,33,78,0,50,43,34,100,45,98,57,62,30,39,0,4
18,67,0,42,23,2,68,0,100,32,93,77,54,100,21,76,0
100,100,53,87,24,59,2,31,0,0,50,4,62,30,12,32,6
0,79,25,50,98,25,71,0,10,16,50,47,100,76,83,100,8
29,100,5,74,0,46,48,39,100,46,74,57,69,28,70,0,4
100,100,58,86,23,57,1,24,30,0,90,13,64,40,0,42,6
25,67,79,49,100,13,51,0,54,37,78,73,61,100,0,79,8
12,62,0,58,7,11,59,0,100,29,92,76,47,100,8,69,0
0,95,27,100,32,63,15,31,11,10,41,7,70,3,100,0,2
25,81,61,100,85,77,57,53,100,42,93,7,36,0,0,22,3
0,86,28,100,47,71,23,33,14,0,0,39,48,47,100,52,7
60,92,100,100,64,98,32,72,66,60,76,29,40,7,0,0,5
16,68,0,37,28,0,80,23,100,67,69,100,16,78,3,35,0
21,77,54,100,57,70,31,37,0,11,17,3,58,1,100,0,2
14,100,9,91,0,49,57,40,100,41,88,86,65,45,53,0,4
60,98,50,100,20,70,0,38,7,8,83,0,100,24,13,20,6
7,89,0,45,16,5,51,0,84,20,100,61,84,100,50,98,0
79,100,38,76,8,49,1,19,47,0,100,9,47,21,0,8,6
0,83,41,100,72,81,32,55,74,48,100,19,54,0,0,15,3
34,93,7,61,0,25,34,0,81,12,100,46,98,83,62,100,0
95,96,56,84,0,47,57,39,100,55,93,100,86,48,81,0,4
32,92,21,49,32,4,79,0,100,41,81,82,33,100,0,66,0
16,81,40,59,100,90,30,100,48,69,95,59,75,9,0,0,9
100,99,72,100,54,71,44,41,42,10,69,0,47,25,0,29,6
11,91,41,100,64,79,53,50,84,29,100,8,51,0,0,2,3
66,82,2,100,0,67,57,37,62,0,6,22,32,60,100,84,8
16,65,27,100,50,70,33,33,0,3,1,0,50,5,100,4,2
0,86,55,100,73,70,50,35,29,0,3,32,38,45,100,41,7
0,60,9,71,45,100,35,64,38,28,7,0,21,1,100,4,1
13,76,35,100,57,74,40,42,10,14,0,13,51,11,100,0,2
100,95,74,100,25,89,17,53,72,45,99,19,53,3,0,0,5
45,59,99,66,100,100,7,94,0,64,96,66,78,37,54,0,9
0,62,30,90,70,100,57,61,48,22,7,0,36,2,100,3,1
68,89,17,100,28,63,72,28,36,0,0,32,47,64,100,95,8
0,64,25,90,77,100,76,69,51,39,18,12,43,0,100,4,2
54,92,100,100,56,89,18,66,48,52,82,34,49,8,0,0,5
35,92,12,47,21,0,71,8,100,48,82,94,32,100,0,66,0
100,100,60,82,33,58,14,31,11,3,50,0,46,19,0,8,6
90,64,87,100,21,100,0,67,66,62,100,69,66,34,51,0,9
29,83,5,60,8,14,64,0,100,35,89,81,33,100,0,83,0
16,90,9,61,50,35,23,0,5,35,0,81,48,97,100,100,5
0,88,42,100,74,90,56,44,34,0,26,31,51,55,100,57,7
0,100,51,99,70,67,57,27,59,0,100,26,57,41,5,40,7
75,80,93,100,100,81,80,59,66,35,66,9,34,0,0,4,3
0,51,25,69,65,88,100,100,82,76,65,50,55,26,51,0,1
39,76,61,100,57,57,33,21,0,1,27,16,64,11,100,0,2
100,99,60,100,25,85,29,69,65,55,64,25,39,1,0,0,5
40,82,58,100,79,77,57,62,100,44,83,16,37,0,0,11,3
5,100,10,71,33,71,33,80,48,37,40,0,0,4,100,6,1
27,70,60,100,94,88,73,52,39,20,0,0,45,18,100,4,2
8,67,47,100,100,83,72,42,32,5,80,0,45,35,0,69,8
